x_ITM,y_ITM,x_MODIS,y_MODIS,satellite,square,year,doy,evi,ndvi,QC,date
718758.5578477187,758797.5485547899,-409915.92594807426,5956232.455501765,Terra,1,2018,8,0.5171,0.6696,1,2018-01-08T00:00:00Z
712511.3002328643,758412.4383630854,-416170.6476212012,5956000.799143501,Terra,1,2018,8,0.5721,0.7681,1,2018-01-08T00:00:00Z
718087.6120809584,758548.7610535393,-410610.89502286614,5956000.799143501,Terra,1,2018,10,0.4601,0.6489,1,2018-01-10T00:00:00Z
718784.6458618897,758566.2651723085,-409915.92594807426,5956000.799143501,Terra,1,2018,8,0.5171,0.6696,1,2018-01-08T00:00:00Z
717649.0097032833,758305.8614228469,-411074.20773939404,5955769.142785237,Terra,1,2018,8,0.48660000000000003,0.6796,1,2018-01-08T00:00:00Z
717881.3546569074,758311.6626186363,-410842.5513811301,5955769.142785237,Terra,1,2018,8,0.44930000000000003,0.6591,1,2018-01-08T00:00:00Z
718113.699480607,758317.4752651199,-410610.89502286614,5955769.142785237,Terra,1,2018,8,0.44930000000000003,0.6591,1,2018-01-08T00:00:00Z
712563.475805938,757949.8259455428,-416170.6476212012,5955537.486426973,Terra,1,2018,8,0.443,0.6439,1,2018-01-08T00:00:00Z
712795.8235219038,757955.3760953967,-415938.9912629372,5955537.486426973,Terra,1,2018,8,0.3281,0.5473,1,2018-01-08T00:00:00Z
717907.4413807129,758080.3761066496,-410842.5513811301,5955537.486426973,Terra,1,2018,8,0.4495,0.6453,1,2018-01-08T00:00:00Z
718139.7861737376,758086.189596383,-410610.89502286614,5955537.486426973,Terra,1,2018,8,0.4289,0.6383,1,2018-01-08T00:00:00Z
712589.5625325098,757718.5199230222,-416170.6476212012,5955305.830068709,Terra,1,2018,8,0.331,0.5486,1,2018-01-08T00:00:00Z
714913.0337603847,757774.545234277,-413854.08403856156,5955305.830068709,Terra,1,2018,8,0.707,0.8064,1,2018-01-08T00:00:00Z
712615.6485523935,757487.2140246289,-416170.6476212012,5955074.173710445,Terra,1,2018,8,0.331,0.5486,1,2018-01-08T00:00:00Z
714939.1194710166,757543.2479254566,-413854.08403856156,5955074.173710445,Terra,1,2018,8,0.707,0.8064,1,2018-01-08T00:00:00Z
715171.4658711251,757548.9142778973,-413622.42768029764,5955074.173710445,Terra,1,2018,8,0.6535,0.7842,1,2018-01-08T00:00:00Z
715403.8121444337,757554.5920781347,-413390.77132203366,5955074.173710445,Terra,1,2018,8,0.5446,0.707,1,2018-01-08T00:00:00Z
712641.7338655551,757255.9082503403,-416170.6476212012,5954842.5173521815,Terra,1,2018,8,0.28350000000000003,0.4988,1,2018-01-08T00:00:00Z
715429.897086705,757323.2965986471,-413390.77132203366,5954842.5173521815,Terra,1,2018,8,0.5434,0.7256,1,2018-01-08T00:00:00Z
712667.8184719614,757024.6026001251,-416170.6476212012,5954610.860993917,Terra,1,2018,8,0.4938,0.684,1,2018-01-08T00:00:00Z
712693.9023715784,756793.2970739576,-416170.6476212012,5954379.204635653,Terra,1,2018,8,0.6224000000000001,0.7602,1,2018-01-08T00:00:00Z
712926.249932644,756798.8515372148,-415938.9912629372,5954379.204635653,Terra,1,2018,8,0.5369,0.7228,1,2018-01-08T00:00:00Z
714552.679368288,756838.0532400062,-414317.39675508946,5954379.204635653,Terra,1,2018,8,0.5369,0.7097,1,2018-01-08T00:00:00Z
718037.8644007231,756923.9453438437,-410842.5513811301,5954379.204635653,Terra,1,2018,8,0.4416,0.6784,1,2018-01-08T00:00:00Z
718967.2421780082,756947.2848297065,-409915.92594807426,5954379.204635653,Terra,1,2018,8,0.4797,0.6763,1,2018-01-08T00:00:00Z
719199.5862958163,756953.1483150554,-409684.2695898103,5954379.204635653,Terra,1,2018,8,0.4699,0.6583,1,2018-01-08T00:00:00Z
712719.9855643724,756561.9916718106,-416170.6476212012,5954147.548277389,Terra,1,2018,8,0.7547,0.8291000000000001,1,2018-01-08T00:00:00Z
714114.068877104,756595.4952857723,-414780.7094716174,5954147.548277389,Terra,1,2018,8,0.6082,0.7784,1,2018-01-08T00:00:00Z
714578.762313708,756606.7547104529,-414317.39675508946,5954147.548277389,Terra,1,2018,8,0.5333,0.7265,1,2018-01-08T00:00:00Z
