EDNAME;HNVf_likel;geometry
Balbriggan Rural;3.18751786;POLYGON ((718202.7693989661 766363.41156656, 718354.2522425993 766266.1406218925, 718407.5098808033 766306.2805892766, 718599.0970030834 766306.7797634723, 718708.9789086652 766246.8287980168, 718715.1230937291 766192.0708648807, 718745.2158818749 766205.6338823186, 718754.5232911221 766133.1448531525, 718804.2923673253 766095.4659078963, 718810.1571800601 766091.0258334965, 718906.1908667537 766087.0028899912, 718928.0325802728 766128.3239698367, 718933.8417188913 766088.8719402866, 718975.6434138474 766108.0169926524, 718996.7277234544 766042.6519657806, 719122.5909925792 766078.0730641505, 719363.5336051981 765951.5351506684, 719634.6558667568 766060.4584384495, 719741.9872935368 766070.4245204973, 719748.4925170871 766037.5394721627, 719801.8221206216 766055.2635694668, 719848.0371973552 766005.3105879819, 719879.7199549066 766021.1296108451, 719871.1802876006 765963.3155143019, 719919.7192771044 765934.7136196252, 719925.2365603278 765873.0075870318, 719736.4987828567 765789.4963854738, 719761.6004232328 765648.1924009577, 719840.5132796252 765602.9214367961, 719851.3304822263 765552.7524899627, 719847.5856843964 765495.4281623933, 719816.5033524745 765019.6272554758, 719834.1378571857 764926.3755560854, 719971.6358787549 764784.8203283646, 719973.2375798308 764643.0022794843, 720073.8600498475 764483.2063783181, 719908.6961111594 764421.9272607652, 719887.4061770827 764417.9181378111, 719678.2843875169 764333.6413095274, 719659.6166286534 764318.3819968842, 719465.4561153813 764158.8404074957, 719393.5723930517 764081.5677405875, 719388.5800029993 764069.2007320202, 719391.3062172008 764031.8766602941, 719337.5406209663 763941.4189382694, 719318.3719501374 763922.4175346483, 719270.3963710421 763862.9423056077, 719247.977393222 763842.5644158748, 719037.0126061281 763646.4303009098, 719109.4344534677 763505.6519515675, 719159.0572487775 763409.1920734477, 719219.5339883951 763215.4592984359, 719332.8724371517 763228.4733917685, 719409.6670307511 763273.6462496045, 719637.4156662372 763406.7036674567, 719669.9430581848 763425.6017223558, 719679.9862588544 763381.3197110661, 719901.707235167 763409.4158784808, 719904.93689135 763494.4640347606, 719905.7816275728 763516.7079370574, 720041.2638075263 763492.546823409, 720084.0319519623 763484.9197396465, 720070.9060679751 763388.565372271, 720029.6728935417 763245.821650443, 720021.5315562715 763040.4818412304, 720101.1023011894 763038.5239402677, 720093.2487910074 762831.133471402, 720146.2924721494 762776.6058393647, 720240.375165212 762562.9818719958, 720305.8737211609 762594.6944903579, 720339.7235195229 762611.963989167, 720285.5760644778 762739.5419858627, 720456.6031863277 762771.9250989439, 720518.1237239507 762808.258142813, 720553.0051905313 762898.9986043014, 720567.3175526733 763001.7142946195, 720690.4649992922 762998.0513295099, 720760.6442879546 762981.0832129357, 720868.3791364625 762955.0348534416, 720924.145194641 763119.433331792, 720959.9137310026 763108.7496438852, 720966.5425914822 763106.6358641447, 721032.1511427949 763085.4946710969, 721112.6650032061 763049.4267153291, 721213.0157295133 763020.8918308914, 721226.6246620292 763014.2613873308, 721328.5641497549 762892.355814378, 721649.7892353421 762365.195902126, 721748.4160771731 762514.2900505938, 721953.8479765884 762168.5931512209, 722126.0938184597 761689.6821337043, 722316.6545408501 761460.396528538, 722481.2793173805 761262.3173366971, 722175.7059165294 761066.4470673008, 721864.2966343383 760806.8426626037, 721528.9473882167 760712.4205909945, 721341.9629607399 760765.8752659756, 721330.6332075237 760861.0100261737, 721199.1720973937 760854.3730548983, 721147.1063473021 761010.8403153934, 720967.7365511608 760946.1377109207, 721048.5086675584 760498.3216788208, 721128.941807312 760511.5291054217, 721263.085047644 760256.2766953551, 721677.8275026999 760353.5703263092, 721691.3315328746 760323.4290495081, 721784.9312852055 760308.3207077497, 721879.7983763216 760408.336451884, 722094.7376693076 760014.0791658141, 722100.7245609909 759690.7532054689, 722238.3982780944 759461.3479070098, 722303.216338146 759353.3415361958, 722197.231043294 759309.9064588996, 722159.1176336239 759211.7376151838, 722369.3456401094 759024.136323117, 722318.9241701961 758810.776366569, 722503.4398169236 758698.4665870486, 722405.7159958748 758514.6349189685, 721874.6467395873 758009.9263970528, 721939.336353146 757963.2249167038, 721930.5307117734 757861.8688040305, 721955.7923701106 757843.2967717628, 721858.3360644048 757597.9412595746, 721765.6445446012 757467.8434859659, 721666.2798128444 757328.3792661217, 721574.5373116275 757089.7280788751, 721543.0642437325 757118.1061311235, 721642.4673063634 757377.8278373246, 721408.2409973851 757419.9519048954, 721399.6539294488 757472.9872223134, 721391.5842330551 757522.8268256013, 721348.4696172144 757559.4320668918, 720953.5502648405 757645.4247354298, 720821.3049538347 757719.7434237383, 720687.2180498274 757758.3508170173, 720194.9659653654 757900.0838917383, 720135.7475669398 757682.2470465768, 720028.3807164571 757685.2409719902, 720022.9708524041 757867.8007621933, 719872.0164846793 757906.7762658168, 719845.1472403895 757862.8217800522, 719672.7662071602 757829.8966909065, 719687.4147246894 757787.3290856613, 719535.0319773137 757696.9751651826, 719476.8831776252 757785.6613638278, 719290.7996241313 757889.579060216, 719220.7037422068 757873.5858789857, 719038.2857518601 758006.2751561163, 718950.3093176291 757932.9185307645, 718758.0099917988 757978.2095932612, 718739.4772235213 758154.7886419512, 718699.4042455604 758171.3036962014, 718693.0521847717 758184.5811688886, 718597.3585664603 758384.6066753237, 718533.7914386978 758662.2577840002, 718562.2342088462 758699.6057849746, 718534.4309879054 758753.877838016, 718556.325604831 758816.7908649542, 718538.5760864472 759128.5659769499, 718457.3061407508 759193.2059800139, 718423.4843935496 759356.0200760313, 718461.8476697321 759514.4366360031, 718524.2909860912 759772.2883413653, 718647.4563064278 760422.8337049477, 718591.5322451046 760665.3417456285, 718510.4129326352 760798.7698251585, 718498.7912228442 760909.0399255056, 718420.0785248879 761349.6839921533, 718272.59699263 761517.2589662528, 718253.0942125737 761539.4188947966, 718247.336522802 761608.9590406117, 718391.2855871299 761962.6671571325, 718106.4450223942 762106.0750688524, 718095.5892209425 762267.7670844905, 717975.3517812893 762447.1340727836, 717988.2505775853 762480.1540889405, 717832.1955332187 762617.7319724821, 717955.8582982455 762770.0981827299, 717878.3731999189 762846.5481207903, 717679.483914617 763271.9041203193, 717628.0561810287 763457.3031430633, 717619.3156327286 763526.6088552201, 717587.7580624537 763776.8366027621, 717582.439211142 763814.9606159005, 717511.7916548713 764270.5114272431, 717368.4503831991 764636.0764154687, 717399.933885611 764708.6875015593, 717347.4616899526 764802.4474766111, 717290.8651257374 765167.610590346, 717195.1942463598 765225.3414587192, 717099.9076449858 765407.3745398098, 717068.7186410354 765534.5189079011, 717010.3422842026 765772.4945380277, 717105.1196704336 765811.517625391, 717156.8906814937 765767.4826390973, 717180.5253310184 765812.9987054516, 717384.7276816714 765784.6198353264, 717426.842290532 765819.0608899586, 717353.308562936 765843.2237740518, 717349.1983686655 765884.6317731019, 717523.5984425041 765913.031926357, 717567.2228753447 765994.3689675869, 717629.0956923009 765984.6610306457, 717676.3833146635 766024.390118294, 717736.3852028018 765989.8631394309, 717805.8448601157 766013.0861660463, 717857.721309875 766074.6612218254, 717874.0918187917 766156.7152534047, 717925.668728439 766123.3582672091, 717979.3253296153 766172.7023491205, 717950.3459733856 766266.7083462582, 718058.4819900552 766326.1950530314, 718202.7693989661 766363.41156656))
Kilsallaghan;3.21096025455;POLYGON ((713184.2558542322 751738.3990861257, 713374.8538093278 751704.8418039163, 713666.42263649 751714.0524693003, 713698.0727269704 751903.9946720668, 713761.1005905436 751893.3947211237, 713779.0267173256 751853.7396707564, 714097.4540407929 751803.3794298216, 714231.7718945157 751764.6380638927, 714228.4717880501 751573.2497220379, 714226.1873758583 751440.7567839206, 714381.5449712062 751434.905918873, 714374.8273075437 751376.3968621845, 714337.2300661237 751011.0824803861, 714353.8825231761 750210.7327520115, 714414.0414154367 750202.108790543, 714426.2182156588 750244.2138529811, 714437.9928186778 750101.2567949038, 714358.316204191 749615.6492575015, 714381.0630654112 749570.9338718959, 714435.5747505935 749463.7761725571, 714377.2021850427 749399.3440667017, 714421.1418126683 749229.0939187525, 714368.7566576728 749070.7277220372, 714340.5667186623 748842.5965297051, 714155.2379278459 748894.9143413379, 713983.8254952425 748901.4565427603, 713965.0712192735 748710.2069529986, 714028.2794520434 748625.8739891191, 714133.0713019364 748612.405034396, 714196.0856866756 748473.5610176106, 714174.5508639498 748461.7809704432, 714213.0799868372 748184.2226740008, 714337.8764268708 748227.243840442, 714295.2964869323 748469.0950525921, 714327.2173256576 748490.9901649522, 714355.1531650103 748501.9791485525, 714426.4568244247 748318.1180879941, 714484.6318037851 748301.8970740837, 714426.4818930117 748538.9443041466, 714498.7505216146 748576.4954284821, 714537.1924969924 747891.4527373622, 714548.0725291342 747887.0054378387, 714694.8363884303 747827.0148845228, 714728.3702749878 747565.8860743586, 714735.11544244 747513.3613565397, 714731.0648519926 747256.9413314746, 714769.8170090498 747182.9412710326, 714758.3851867983 746715.4367696414, 714830.4175683947 746584.0806913651, 714943.2546512699 746507.848718067, 714954.8583120202 746350.0036688128, 714895.6850781707 745976.9321726715, 714909.9354220224 745678.6378732718, 714852.6433565618 745563.9708861808, 714838.261202307 745535.1855652726, 714961.5789720772 745523.8547513771, 714967.8930581498 745494.9807395758, 714927.8628788856 745343.7145471078, 714817.9101348059 745337.2354276406, 714706.9026428568 745279.0041653055, 714757.3899692015 745166.95314165, 714786.7888807371 745175.5701286051, 714787.6575869396 745023.839018918, 714508.5589764237 745071.8170641073, 714268.0903074252 745113.154534895, 714174.1980483247 745209.2595253182, 714078.5382221425 745221.1104801502, 713920.330720747 745185.6172691453, 713673.6630221871 745233.4980629763, 713541.68492524 745340.1700788863, 713246.9194412164 745397.7180453385, 713188.4119187869 745279.5176261058, 713165.0678302178 745069.1833728944, 713076.1900251788 745077.7233051594, 713072.6638956123 744854.0300251833, 713107.8089304009 744836.5591029827, 713220.8288392376 744565.7158633097, 713159.9240935136 744534.0768046152, 713141.6068207375 744379.9566116785, 713075.7782252509 744308.697416471, 712876.5869053788 744245.2251522668, 712826.8617816127 744050.0868648109, 712642.1635621538 743953.3435927748, 712509.785342075 743832.5643218725, 712490.9957910748 743832.681396528, 712371.1196234432 743833.4281728604, 712356.893290005 743927.7263292144, 711965.4852411678 743874.8338071511, 711880.847605882 744068.3209646682, 711736.4229029126 744064.4508663652, 711647.8417277202 744147.0508387095, 711676.5223623764 744224.9430021087, 711627.2982690021 744262.7169242995, 711614.6249301202 744343.6880440891, 711742.0661907024 744478.9063298745, 711756.8634505852 744638.409481602, 711600.0612479317 744753.672478399, 711614.8190260694 744820.9715983812, 711559.6206694272 744924.4786881928, 711427.5738183948 744961.7625562769, 711591.401281963 745255.4780957063, 711582.496896197 745348.7051545334, 711680.0939993628 745523.8723907504, 711659.0043948439 745608.7917044965, 711597.6277330997 745855.9307773743, 711702.4702152024 745944.5919153477, 711733.3208467574 746015.800007452, 711830.4545762098 746026.6801466309, 711826.3372335616 746115.1182119158, 711795.0670392477 746165.563208282, 711738.0251739523 746173.9292088207, 711692.7118791415 746257.0572373094, 711608.5802390284 746225.6321560362, 711409.4495140716 746238.8719617458, 711299.1532177167 746133.4107728492, 711293.8393514931 746093.7006578224, 711161.19468959 746085.9005437638, 711092.2921623891 745996.9613746505, 710988.7482985099 746020.7702947868, 710520.6154193191 745956.2804798248, 710507.3705633478 745954.4558434119, 710383.2391044723 745878.444582237, 710176.16660645 745838.2433456962, 709964.6725636651 745704.4999890894, 709581.5977241198 746592.7226319104, 709270.2911227159 747142.672983867, 709354.2208549348 747427.698420354, 709447.8416358815 747437.5674959983, 709485.2291980805 747591.3391624924, 709463.3639260505 747613.3176428202, 709485.0418944916 747639.4897879877, 709516.7064753313 747677.718782046, 709521.5437658007 747871.9190100428, 709551.5127034041 747870.9250648773, 709645.7361594543 748201.4134502138, 709709.793842712 748236.2295074628, 709696.7085440462 748326.8646469521, 709735.1974336921 748323.5686525359, 709798.6716307213 748506.5798797481, 709881.8634316772 748492.5679567312, 709983.0780870103 748523.2351104356, 710063.3916996644 748582.8582358238, 710046.2195307864 748626.3362584627, 710172.1831472055 748655.7833434885, 710165.0468671534 748727.6884872819, 710242.8157438625 748715.0554959765, 710316.0972884446 748796.6446255094, 710316.1292298343 749050.1958900044, 710220.6270598304 749154.1999868974, 710207.3635897307 749261.7950727701, 710292.6551335813 749322.1262191202, 710390.0619959799 749312.6742379661, 710469.0243870434 749426.3264283165, 710532.7981497247 749445.7744985797, 710552.6988394402 749497.9665464052, 710570.5006675709 749509.9504694572, 710667.1212954934 749574.993740206, 710679.2861292425 749622.910150475, 710690.3318806678 749666.4178166909, 710748.7555367635 749712.3229144199, 710714.0366123985 749955.8742183986, 710761.098276352 749994.2192055933, 710739.5371378209 750053.6253193464, 710766.5998050041 750109.691394307, 710837.9773990365 750179.8584951697, 710820.8828081493 750316.3715701017, 710867.2033063909 750425.1647809871, 711007.7610533485 750393.5058556157, 711084.7766793901 750453.6669825972, 711164.8266130076 750412.5280216815, 711300.765295333 750407.2241418668, 711467.6632906257 750323.5881765368, 711493.5044499494 750272.2611991388, 711586.9552396536 750276.9053016151, 711817.9791150732 750173.8473804498, 711898.7908703411 750186.4554340477, 711890.6685856931 750255.1614723959, 711956.6923557337 750273.1375479036, 712029.7202375563 750257.4286446479, 712052.8304885161 750187.900603748, 712118.0031467428 750225.5877364313, 712178.0892089505 750170.7457344059, 712139.0499785587 750238.1107260789, 712090.9350732553 750713.527138708, 712157.8073739799 751298.2686824922, 712137.3423217218 751324.2826857608, 712209.8366574922 751579.2151672244, 712471.8388033042 751484.6361544094, 712525.5879207647 751597.1654207375, 712528.8201603218 751603.9323454131, 712598.4300822241 751795.7995315867, 712606.4174224265 752183.4599555461, 712608.2569375013 752185.6076829724, 712654.5140580125 752239.6120001466, 712672.8138512892 752490.9182510345, 712641.6448518216 752732.5634466617, 712669.0289601621 752696.5584594966, 712801.1197982297 752658.6735208164, 712835.633962502 752602.390465299, 713024.0046208596 752554.4285988347, 713108.7716689943 752500.2936133108, 713203.9334439764 752496.28477128, 713167.8197188787 752231.7984551442, 713184.2558542322 751738.3990861257))
Lusk;3.31604436267;POLYGON ((721318.7718376119 751862.2309707778, 721279.059953158 751873.3622831926, 721268.4622796522 751825.0231556917, 721280.3600161423 751862.6552834457, 721318.7718376119 751862.2309707778, 721324.3302703032 751792.6702302984, 721343.2869038257 751852.4973379364, 721391.0158283076 751835.2303050583, 721352.0847709709 751864.3043469971, 721388.4365807861 751891.0683866858, 721418.2305602657 751872.0524259661, 721420.3798669484 751809.9154039295, 721295.0566231408 751744.7802052568, 721307.7436173189 751731.1831677569, 721289.8769280723 751686.2431464342, 721251.9351898349 751664.9380388918, 721234.338983475 751703.010028581, 721233.8784660257 751624.6070254256, 721265.9914498843 751606.349988846, 721238.1383248569 751639.0329942596, 721299.0949090065 751680.0441332257, 721308.8927129853 751720.5051625639, 721341.7264661982 751744.5202133029, 721342.1158689754 751666.7471698879, 721264.0379156232 751501.8859092989, 721121.5994704012 751476.4402492089, 721066.9737882728 751466.6817422392, 721057.4464976888 751477.3412959257, 720951.3694839564 751596.0246855001, 720754.9317892832 751667.6294997758, 720672.4893606997 751612.7323671578, 720717.0797792665 751485.9293539184, 720714.6116909913 751482.1561800806, 720629.4677444374 751351.9881812879, 720597.2727042853 751356.3264175511, 720577.37890488 751359.0071456122, 720451.3758742869 751456.963007483, 720562.2819900963 751346.2900661265, 720597.0605697009 751341.2189740504, 720629.9578561096 751336.4221328745, 720734.5949927629 751445.9173826858, 720730.1735368507 751481.9376444836, 720713.7111966183 751616.0514329247, 720777.1369293171 751634.586501942, 720898.5157049655 751583.4274808061, 720874.4658366408 751479.911114453, 720837.1344261594 751319.2284369437, 720759.4300659294 750547.293187424, 720614.5946622834 750601.8475015908, 720587.1572554379 750635.990190278, 720549.8592383877 750682.4034872697, 720387.0679969322 750641.6361368842, 720233.2703719488 750686.3392214422, 720172.4829433768 750436.8621020665, 719724.0265372538 750543.9055192324, 719705.0924457964 750417.65252498, 719211.6651303353 750543.7315793689, 718975.3004902041 750643.9108486794, 719068.553226021 751044.3122741567, 719019.0812364027 751072.7372120126, 719144.3520386952 751504.209672066, 719178.3420374077 751621.2818645622, 718881.984536207 751723.8506377739, 718889.9492041805 751777.2926796819, 718797.7144921205 751780.0975654306, 718737.5763205206 751849.8855470007, 718638.1112518617 751511.3195302591, 718603.2109401021 751392.5230141587, 718597.4533156367 751380.2918803354, 718462.8948884159 751094.4416907718, 718491.5189594195 751064.0356905793, 718429.2190585507 750871.3664382569, 718356.4952093862 750886.7304140814, 718195.6348706976 750849.5061900616, 718322.1598713588 751180.9825907351, 718390.9796176479 751514.7902956899, 718481.7316038206 751954.979360851, 718403.509420434 752042.037317169, 718230.8307966125 752074.12722006, 718215.0395106182 752151.561218387, 718148.7585319927 752177.9691801993, 718121.6998395874 752154.92019063, 718072.5514486691 752252.6531921701, 717948.6998272109 752251.3870232025, 717922.4106580988 752301.5390560789, 717897.0988106143 752282.4969938095, 717848.0948380636 752314.286004295, 717538.158731312 751526.7676470326, 717519.3318334996 751478.9300551964, 717489.5312122955 751527.4505583112, 717419.3393434216 751641.7350051828, 717435.0650916883 751686.2381320146, 717281.6599274199 751814.6960670076, 717495.362615441 752385.231691413, 717395.1557346663 752428.2156617153, 717384.0591981628 752535.9397081416, 717304.0752373197 752574.6326956011, 717154.0978710735 752540.6535145647, 717118.3743701916 752465.7944351775, 717065.3282086975 752523.9413875043, 717005.9215264057 752508.486333514, 717044.496459885 752705.0544716821, 716997.7130359183 753231.0398800966, 716998.4850827499 753534.5115833628, 716999.7033655557 754013.3333994488, 716964.8658810063 754127.9534860383, 716734.3909995024 754252.0903617041, 716637.7638697372 754261.636718196, 716512.5196209062 754274.010217589, 716437.2264887369 754357.7231791242, 716203.0995462708 754491.6660612138, 716149.890740685 754497.296030862, 716075.0844330208 754172.6936744334, 715890.0845795401 754264.1265555781, 715869.9718174671 754227.330591349, 715785.6869581889 754261.2895217933, 715836.4733153539 754581.016756377, 715941.8737439838 754908.0323301501, 715814.8574884742 754979.0010127685, 715866.9741834097 755209.2672174865, 715807.7301769526 755252.285262751, 715790.8347118135 755364.1192543076, 715726.9603727823 755476.6913365176, 715745.1418572338 755552.287050339, 715762.5735866555 755624.7654398743, 715677.6846143762 755688.2194178604, 715682.204868005 755843.8905494432, 715562.6277879048 755929.5755214127, 715881.675711851 756995.5433281182, 715872.463871405 757178.8985671896, 716083.9423336771 757372.2798728078, 716181.8881572454 757339.7869538813, 716226.7901472647 757521.2621104422, 716164.8839202387 757546.5574887581, 716019.748406837 757605.8609812807, 715933.2402742917 757686.3989865218, 715880.2026199831 757652.1708440054, 715811.7105572786 757723.6109139422, 715754.2487704195 757710.8668654878, 715674.454831288 757761.3208176479, 715929.1512860681 758331.7423477431, 715905.3421585783 758377.3613441736, 716018.0795010828 758628.1546032419, 716126.8945708114 758743.9117811488, 716222.9991051613 758789.3118873821, 716304.9212431533 758900.1469688601, 716350.5290273294 758902.2129812593, 716485.1322940557 759178.50832881, 716535.1271160078 759177.3813059396, 716517.6900461925 759209.9493807433, 716568.7663365304 759321.9524744723, 716708.3212580018 759282.5358263657, 717024.4072784189 759193.2587840968, 717339.6682708293 758971.2118559269, 717618.9724963679 759329.6523335426, 717768.3147986567 759363.534438794, 717925.6337266217 759462.196642626, 717974.9253201555 759521.2815488396, 718012.8648873018 759566.7587476216, 718163.6599707148 759637.1669743912, 718245.8871744608 759735.1270286083, 718240.9650304166 759771.8890331645, 718524.2909860912 759772.2883413653, 718461.8476697321 759514.4366360031, 718423.4843935496 759356.0200760313, 718457.3061407508 759193.2059800139, 718538.5760864472 759128.5659769499, 718556.325604831 758816.7908649542, 718534.4309879054 758753.877838016, 718562.2342088462 758699.6057849746, 718533.7914386978 758662.2577840002, 718597.3585664603 758384.6066753237, 718693.0521847717 758184.5811688886, 718699.4042455604 758171.3036962014, 718739.4772235213 758154.7886419512, 718758.0099917988 757978.2095932612, 718724.4102230406 757976.6533071762, 718687.9908612784 757824.4936885415, 718661.2565278278 757712.7973992713, 718686.145260987 757693.1872926479, 718743.1815329009 757648.247773236, 718793.263905124 757509.6179794364, 718813.3562803349 757454.0013570914, 718771.6977984762 757349.0752882564, 718720.2174480929 757265.8274003365, 718680.3221132576 757278.8453072235, 718612.7986791767 757300.8784183108, 718489.3868276982 757217.6929992095, 718469.9524860728 757306.3010089841, 718439.038210251 757318.2087073723, 718432.6279476905 757197.1028376776, 718157.7066124516 757089.7554302728, 718250.3609985316 756986.2223474572, 718466.9855852558 756809.6229503399, 718673.0113231244 756758.595750914, 718691.2689652442 756754.0738282839, 718745.6127001453 756856.4106876518, 718813.8676447558 756771.9422264162, 718771.5263217589 756706.8516773253, 718771.4816420003 756558.3416788992, 718683.185332824 756307.4193175576, 718839.8191579948 756039.1252978458, 718838.8262522457 755828.4734949053, 718778.7618853961 755808.0653117166, 718783.0412136986 755629.4005880898, 718930.9480914469 755600.4552392847, 718942.2513144714 755705.5194397249, 719121.1978035592 755714.0546495682, 719208.7792966693 755631.9598741278, 719689.9815790809 755606.280950314, 719698.5157851283 755652.3479783238, 719705.2287988914 755682.4823492216, 719760.2608583287 755854.9709884897, 720137.8009530333 755749.7046652967, 720092.4775734395 755571.8882224766, 720138.3245885414 755551.835299901, 720332.6516201356 755514.5454025841, 720378.2241413008 755747.9157731826, 720657.9264830082 755673.9958153494, 721293.0655421439 755506.1409102069, 721301.2530217081 755533.1719419863, 721430.1380469634 755513.4467075899, 721532.0347608583 755601.6630570688, 721515.9706057399 755880.8290870049, 721563.4233311724 755871.3698731561, 721576.8608891773 755787.3179134934, 721737.8880142283 755772.3400853332, 721718.1538280798 755840.4305178848, 721778.2968160494 755849.1884111421, 721820.25130033 755928.953100309, 721892.8257581008 755946.8037681793, 721938.7793956351 756067.0096217232, 721979.369668731 756221.0774071022, 721922.6870216028 756285.0277280936, 721976.79456877 756493.0127234091, 722055.8670446912 756420.2138901571, 722203.4131919199 756389.7227764928, 722397.0395752543 756239.6860780061, 722606.3540346175 756137.8610074004, 722665.7991817445 756223.5450281232, 722769.0272306525 756372.3375174227, 722802.9388178547 756371.1884848401, 722810.9090882188 756368.8668427669, 722964.6657343846 756326.5335479211, 722983.738674694 756279.45649088, 723152.7761061403 756289.3831537311, 723253.3470831428 756204.0121153772, 723670.0309183832 756112.7774610142, 723718.2376213315 756129.6585673061, 723758.2936669254 756106.3594750434, 723762.736223697 756052.5352496315, 724350.9251979414 756147.980257896, 724386.020301175 756103.742903832, 724356.1881191512 755800.8070397899, 724658.9548880991 755726.2757914673, 724852.1177160065 755678.7255115232, 724892.3617166599 755654.5883988505, 724848.6004223106 755424.3747384024, 724812.176052215 755232.7576220756, 724645.8594571814 754794.2569948965, 724620.9749702315 754728.6478647185, 724602.8870588173 754708.1946681201, 724420.2624432767 754752.5474810916, 724256.9167198645 754824.3772708415, 724164.6663082556 754788.9741896903, 724228.6068946397 754631.4961837381, 724453.5303490512 754559.4194200584, 724417.3688678006 754489.2813256986, 724601.9039137044 754358.7314765212, 724639.6166411767 754349.914975966, 725106.8695852417 754240.6799318868, 725075.2349738672 754009.6767770473, 725031.8272082155 754006.2147536542, 725012.5421446208 753870.9378058931, 724937.2973675657 753854.0985341998, 724930.7057713922 753775.7304561477, 724888.7402087713 753718.4016324329, 724880.2333869673 753708.106396065, 724868.6938050545 753638.8012913867, 724952.8231325315 753517.2593345753, 724900.0046009386 753477.362312273, 724755.4472027135 753468.9131008909, 724759.7812381211 753425.482936291, 724771.2959440282 753310.0980385047, 724624.2730438341 753257.764896426, 724531.7573024966 753224.8336840114, 724392.986973226 753200.5505538251, 724234.0804199988 753126.8581774236, 723789.2353569721 752993.1877443419, 723598.9450438721 752802.4704514547, 723292.790190849 752610.9429487245, 723009.1718713511 752680.8596897885, 722883.5584592946 752647.5575331852, 722805.7308943508 751850.8399247746, 722829.6385508766 752661.4625233911, 722669.9353511705 752622.0072737967, 722614.4825277601 752570.9391726705, 722413.7235011674 752386.0538787409, 722253.5582344526 752352.893675147, 722199.0358041596 752281.8025836649, 722098.0041536666 752278.2353891355, 722049.3988313479 752185.1073147824, 721985.2437814798 752227.8542444741, 721969.7380619684 752178.854185475, 721871.1634383386 752185.8740965711, 721964.8024712806 751924.0480177503, 721759.6755353692 751654.4176080297, 721561.0988670239 751719.5244338184, 721443.9945910438 751849.8373760059, 721456.3430610591 751949.6854949639, 721434.2173606695 751899.3264639712, 721328.4518689171 751959.5087577712, 721331.5395704075 751915.6232978735, 721377.3795299961 751903.6453353369, 721335.7178660608 751858.4053050942, 721318.7718376119 751862.2309707778), (721806.9056239249 755618.1251492446, 721739.3280944818 755620.029098046, 721713.2064170532 755468.4304037204, 721701.2741199887 755399.1808891823, 721796.7082285258 755356.0957661844, 721830.3751628118 755466.7840359088, 721837.2622992293 755489.4275200375, 721808.7714597428 755512.3459329056, 721806.9056239249 755618.1251492446), (718214.6379751285 757791.3349493145, 718106.3374292003 757813.7776888532, 718137.5833632241 757562.8865855564, 718299.8727608854 757631.5599251282, 718214.6379751285 757791.3349493145))
